employee_id,name,age,gender,marital_status,department,job_role,education,years_at_company,total_working_years,years_in_current_role,years_since_last_promotion,num_companies_worked,monthly_income,stock_option_level,training_times_last_year,distance_from_home,job_satisfaction,work_life_balance,environment_satisfaction,job_involvement,performance_rating,over_time,attrited,attrition_risk,risk_level
EMP05949,Rachel Rogers,29,Male,Married,Finance,Finance Analyst,1,3.0,3.0,2.0,2.0,0,6314.96,2,1,2,3,3,1,3,3,False,True,0.0772,Low
EMP05950,Frank Richardson,41,Female,Married,Marketing,Marketing Manager,4,2.0,2.0,2.0,2.0,1,8864.57,2,3,1,2,3,4,4,3,False,False,0.0419,Low
EMP05951,Nicholas Morris,31,Male,Married,Sales,Manager,3,4.0,5.0,4.0,1.0,1,7506.98,0,2,8,4,3,2,4,3,False,False,0.0417,Low
EMP05952,Stephanie Brown,40,Male,Single,Sales,Sales Representative,3,9.0,18.0,3.0,1.0,4,10553.19,0,4,4,4,2,2,2,3,False,True,0.134,Low
EMP05953,Jack Green,41,Female,Married,Marketing,Marketing Analyst,2,5.0,11.0,0.0,0.0,0,7096.71,1,1,14,3,3,2,3,3,False,False,0.0442,Low
EMP05954,Aaron Adams,45,Male,Single,Human Resources,Manager,3,0.0,20.0,0.0,0.0,1,9870.23,0,3,5,1,4,1,3,4,False,False,0.4041,Medium
EMP05955,John Hill,22,Male,Married,Sales,Manager,4,0.0,0.0,0.0,0.0,2,7617.19,1,3,7,3,1,4,4,3,False,False,0.2556,Low
EMP05956,Pamela Moore,25,Male,Divorced,Human Resources,Human Resources,3,6.0,31.0,6.0,2.0,1,12969.12,0,1,1,4,1,1,1,3,True,True,0.5043,Medium
EMP05957,Sarah Thomas,36,Male,Single,Research & Development,Manager,1,0.0,0.0,0.0,0.0,2,7405.95,0,2,29,4,3,3,4,3,False,True,0.2188,Low
EMP05958,Frank Collins,27,Female,Single,Research & Development,Manager,3,3.0,12.0,0.0,0.0,3,10017.92,2,2,2,2,3,4,2,3,True,False,0.4757,Medium
EMP05959,Linda King,27,Female,Married,Marketing,Marketing Analyst,3,0.0,2.0,0.0,0.0,1,7835.99,0,3,2,4,3,2,3,3,False,False,0.149,Low
EMP05960,Samuel Bailey,39,Female,Single,Marketing,Marketing Analyst,2,10.0,18.0,2.0,0.0,5,13251.17,1,2,3,2,3,1,2,3,True,True,0.4603,Medium
EMP05961,Jason Martinez,28,Female,Married,Research & Development,Healthcare Representative,1,5.0,19.0,2.0,0.0,2,11710.3,1,6,7,4,3,1,4,3,False,False,0.0494,Low
EMP05962,Anna Phillips,57,Female,Married,Operations,Manufacturing Director,1,0.0,8.0,0.0,0.0,3,6006.71,1,3,3,4,3,4,3,3,False,False,0.0356,Low
EMP05963,Debra Cruz,32,Female,Single,Research & Development,Laboratory Technician,3,5.0,5.0,2.0,2.0,3,9387.73,0,3,8,4,3,4,4,4,True,True,0.2631,Low
EMP05964,Patricia Evans,34,Male,Single,Marketing,Marketing Analyst,3,15.0,15.0,4.0,0.0,3,13390.34,0,0,6,3,3,3,3,3,False,False,0.0625,Low
EMP05965,Ronald Clark,39,Male,Divorced,Research & Development,Laboratory Technician,3,1.0,20.0,1.0,1.0,1,13886.59,1,6,8,4,1,2,3,3,False,False,0.0844,Low
EMP05966,Nancy Davis,23,Male,Single,IT,Software Engineer,1,2.0,13.0,1.0,1.0,1,9821.3,1,3,6,4,3,1,3,3,False,False,0.1842,Low
EMP05967,Maria Rodriguez,41,Male,Married,IT,Manager,4,7.0,23.0,2.0,1.0,3,12482.57,0,3,19,3,3,4,2,3,False,False,0.0753,Low
EMP05968,Stephanie Lee,40,Female,Divorced,Sales,Sales Executive,4,9.0,9.0,8.0,1.0,3,8277.76,3,3,4,2,3,1,3,3,True,False,0.2278,Low
EMP05969,Pamela Johnson,33,Male,Divorced,Operations,Operations Manager,4,7.0,11.0,6.0,1.0,3,9809.22,1,4,8,3,1,2,3,3,False,False,0.1062,Low
EMP05970,Jacob Harris,39,Male,Single,Marketing,Marketing Manager,3,7.0,8.0,0.0,0.0,2,9584.31,0,5,2,4,3,4,3,3,False,False,0.0399,Low
EMP05971,Julie Howard,40,Female,Married,Marketing,Marketing Manager,4,2.0,6.0,2.0,0.0,1,10282.49,2,3,2,4,3,1,2,3,False,False,0.0379,Low
EMP05972,Justin Thompson,49,Male,Married,Sales,Manager,3,0.0,10.0,0.0,0.0,1,7363.77,1,4,1,3,3,3,4,3,False,False,0.0487,Low
EMP05973,Jerry Rogers,59,Male,Married,Marketing,Marketing Manager,3,8.0,8.0,3.0,0.0,1,11061.78,0,3,1,3,3,2,4,3,False,True,0.0193,Low
EMP05974,Brandon Hernandez,27,Female,Married,IT,IT Support,2,9.0,13.0,4.0,2.0,1,9966.92,2,2,5,1,4,1,2,4,False,False,0.1116,Low
EMP05975,Gregory Reed,25,Male,Married,Sales,Manager,1,7.0,27.0,4.0,0.0,4,11782.21,1,2,7,3,4,4,2,3,True,False,0.1755,Low
EMP05976,Jonathan Lee,37,Male,Single,Operations,Operations Analyst,3,3.0,4.0,2.0,2.0,1,9554.81,0,2,7,1,2,3,3,3,False,False,0.4435,Medium
EMP05977,Gary Thomas,18,Female,Married,Sales,Sales Executive,3,0.0,5.0,0.0,0.0,4,7527.57,0,3,1,1,3,3,4,3,False,False,0.33,Low
EMP05978,Brenda Martin,42,Male,Married,Sales,Sales Executive,5,0.0,0.0,0.0,0.0,2,8911.89,1,3,5,4,2,4,3,3,True,False,0.2849,Low
EMP05979,Rebecca Adams,38,Male,Married,Research & Development,Laboratory Technician,2,7.0,7.0,0.0,0.0,5,8363.07,1,1,25,2,2,1,4,3,True,True,0.4141,Medium
EMP05980,Jerry Clark,40,Male,Single,Human Resources,Human Resources,3,1.0,1.0,1.0,1.0,3,6416.43,2,3,8,4,3,2,3,3,False,True,0.2068,Low
EMP05981,Jerry Robinson,34,Male,Single,Human Resources,Manager,3,5.0,12.0,5.0,2.0,3,10540.31,0,2,4,3,1,3,3,3,False,False,0.1896,Low
EMP05982,Cynthia Lopez,39,Male,Divorced,Sales,Sales Executive,3,5.0,15.0,5.0,0.0,1,9364.96,0,3,1,4,3,3,4,3,False,False,0.0199,Low
EMP05983,Ryan Smith,41,Female,Single,Operations,Operations Manager,1,1.0,12.0,1.0,0.0,6,9937.36,1,2,5,4,3,4,3,3,False,False,0.0861,Low
EMP05984,Jonathan Diaz,38,Male,Single,Sales,Sales Representative,2,7.0,7.0,0.0,0.0,2,6647.89,0,3,2,3,2,2,4,3,False,False,0.1405,Low
EMP05985,Donna Ward,24,Male,Married,Sales,Sales Representative,2,1.0,7.0,1.0,0.0,8,6487.13,0,0,3,4,3,1,1,3,False,True,0.3858,Medium
EMP05986,Dorothy Perez,38,Male,Married,Sales,Manager,4,1.0,10.0,1.0,0.0,2,10011.71,1,4,29,1,2,1,3,3,False,True,0.3133,Low
EMP05987,Stephanie Ramos,53,Female,Single,Human Resources,Human Resources,1,7.0,8.0,7.0,0.0,0,5344.92,3,2,5,3,4,3,3,4,False,False,0.0234,Low
EMP05988,Emily Lee,39,Female,Married,Operations,Manufacturing Director,3,13.0,13.0,1.0,1.0,2,9765.81,0,3,29,3,3,2,2,3,True,False,0.2134,Low
EMP05989,Patricia Clark,38,Female,Married,Finance,Senior Finance Analyst,5,7.0,22.0,7.0,2.0,1,13469.04,0,2,2,3,4,2,4,3,False,False,0.0221,Low
EMP05990,Carolyn Ramos,51,Male,Married,Marketing,Marketing Analyst,3,4.0,7.0,2.0,2.0,2,8218.61,0,3,7,1,4,3,4,3,False,False,0.0747,Low
EMP05991,Jonathan Walker,30,Male,Divorced,Sales,Sales Executive,3,1.0,1.0,1.0,1.0,5,7930.67,1,0,13,3,2,3,2,3,False,False,0.2827,Low
EMP05992,Elizabeth Walker,45,Male,Single,Research & Development,Manager,3,1.0,1.0,1.0,1.0,3,9296.88,1,3,17,2,1,4,4,3,True,True,0.7295,High
EMP05993,Michelle Hill,32,Male,Married,Research & Development,Manager,3,4.0,4.0,0.0,0.0,2,8473.25,2,2,25,4,1,2,2,3,True,False,0.3416,Low
EMP05994,Debra Kim,46,Male,Single,Research & Development,Manager,3,6.0,6.0,3.0,3.0,3,10356.08,0,4,17,1,1,2,2,3,True,True,0.882,High
EMP05995,Frank Williams,44,Female,Married,Sales,Sales Representative,4,0.0,2.0,0.0,0.0,3,9484.75,0,6,16,3,3,3,2,3,False,False,0.2563,Low
EMP05996,Joseph Torres,33,Male,Married,Finance,Finance Analyst,3,1.0,6.0,1.0,1.0,0,11939.58,1,5,27,3,4,1,3,3,False,False,0.0944,Low
EMP05997,Amanda Reed,34,Male,Single,Research & Development,Research Scientist,3,1.0,1.0,0.0,0.0,8,7409.33,1,2,4,3,4,2,3,3,False,True,0.2388,Low
EMP05998,Brandon Turner,45,Female,Married,Marketing,Marketing Analyst,5,2.0,2.0,2.0,2.0,3,6907.86,0,3,3,3,2,2,3,3,False,False,0.1813,Low
EMP05999,Laura Brown,20,Female,Single,Research & Development,Healthcare Representative,4,2.0,13.0,2.0,2.0,2,12303.44,0,2,3,4,3,3,2,3,False,False,0.2001,Low
EMP06000,Timothy Kim,33,Female,Single,Sales,Manager,3,8.0,40.0,1.0,0.0,0,14666.67,0,6,16,3,3,3,4,3,False,False,0.0392,Low
EMP06001,Daniel Rodriguez,42,Female,Married,Human Resources,Human Resources,3,2.0,2.0,0.0,0.0,2,6963.95,0,5,8,4,2,3,3,3,False,False,0.0969,Low
EMP06002,Brandon Baker,34,Female,Married,Sales,Sales Executive,4,4.0,4.0,4.0,1.0,5,8421.97,0,4,1,4,2,2,4,3,True,False,0.2551,Low
EMP06003,Jonathan Cruz,38,Male,Single,IT,Software Engineer,4,3.0,4.0,3.0,3.0,1,9290.61,1,5,29,4,3,4,3,3,False,False,0.1118,Low
EMP06004,Matthew Smith,18,Male,Divorced,Human Resources,Human Resources,3,0.0,2.0,0.0,0.0,2,9700.94,0,3,15,3,2,3,3,3,True,True,0.7269,High
EMP06005,Melissa King,29,Male,Single,Sales,Sales Executive,3,2.0,2.0,0.0,0.0,5,7816.07,1,1,1,4,3,3,3,3,False,False,0.191,Low
EMP06006,Nicole Ortiz,43,Male,Single,Operations,Manufacturing Director,2,1.0,1.0,1.0,1.0,2,7558.39,2,3,1,4,2,2,3,3,False,False,0.1471,Low
EMP06007,Christopher Wright,30,Male,Single,Research & Development,Healthcare Representative,3,0.0,23.0,0.0,0.0,1,12970.8,0,4,1,1,2,2,4,3,False,False,0.3622,Medium
EMP06008,Sandra Bailey,25,Female,Single,Sales,Sales Executive,5,7.0,10.0,0.0,0.0,3,11376.21,0,0,9,4,3,1,4,3,False,True,0.1589,Low
EMP06009,Angela Scott,46,Male,Single,Human Resources,Human Resources,3,2.0,3.0,2.0,0.0,1,5590.13,0,2,9,3,2,2,2,3,True,False,0.7357,High
EMP06010,Raymond Young,41,Male,Married,Sales,Sales Executive,2,2.0,2.0,2.0,0.0,5,5996.11,1,1,7,3,2,2,3,4,False,False,0.2187,Low
EMP06011,Julie Miller,27,Female,Married,Marketing,Marketing Manager,2,0.0,8.0,0.0,0.0,3,9149.86,0,2,5,3,2,1,4,3,False,False,0.3752,Medium
EMP06012,Rachel Jackson,38,Female,Married,Marketing,Marketing Manager,3,4.0,11.0,2.0,0.0,4,11828.53,0,3,1,3,3,4,3,3,False,False,0.033,Low
EMP06013,Tyler Martinez,27,Male,Divorced,Operations,Operations Analyst,2,2.0,2.0,2.0,2.0,3,7370.61,1,3,9,1,3,3,1,4,False,True,0.5225,Medium
EMP06014,Cynthia Morgan,35,Male,Married,Research & Development,Research Scientist,3,0.0,4.0,0.0,0.0,3,7826.53,0,2,5,3,3,3,3,3,True,True,0.4461,Medium
EMP06015,Joseph Turner,38,Female,Single,Research & Development,Research Scientist,4,3.0,3.0,3.0,1.0,1,11542.61,0,5,29,1,3,3,3,3,False,False,0.333,Low
EMP06016,Jacob Cook,29,Male,Single,Marketing,Marketing Manager,4,0.0,0.0,0.0,0.0,1,7392.87,0,3,25,1,3,4,3,3,False,False,0.5789,Medium
EMP06017,James Roberts,43,Female,Single,Sales,Sales Executive,2,1.0,4.0,1.0,0.0,0,7459.28,0,2,13,2,3,4,2,4,False,False,0.2552,Low
EMP06018,Samantha Carter,45,Male,Married,Research & Development,Laboratory Technician,4,4.0,7.0,4.0,0.0,1,9813.57,0,2,4,3,3,3,3,3,False,False,0.0333,Low
EMP06019,Samuel Wright,39,Female,Single,Research & Development,Healthcare Representative,2,3.0,10.0,3.0,0.0,3,9786.28,0,6,12,1,2,4,3,3,False,True,0.3233,Low
EMP06020,Raymond Lewis,40,Female,Married,Sales,Manager,3,2.0,5.0,1.0,0.0,1,6358.92,1,0,16,3,2,1,3,3,True,False,0.4477,Medium
EMP06021,Gregory Anderson,23,Female,Married,Research & Development,Laboratory Technician,5,5.0,40.0,0.0,0.0,0,17924.58,1,4,1,4,2,3,3,3,False,False,0.0195,Low
EMP06022,Carol Ortiz,49,Male,Married,IT,IT Support,1,5.0,9.0,5.0,0.0,3,10368.87,1,3,6,2,2,2,2,3,False,False,0.1018,Low
EMP06023,Justin Miller,36,Female,Married,IT,Manager,1,3.0,21.0,2.0,0.0,2,12679.92,0,4,18,4,2,3,3,4,False,False,0.0479,Low
EMP06024,Susan Carter,28,Female,Single,Sales,Manager,3,10.0,24.0,10.0,3.0,4,11465.16,1,3,4,3,3,4,3,3,True,True,0.3388,Low
EMP06025,Katherine Allen,38,Male,Single,Sales,Sales Representative,5,4.0,17.0,1.0,0.0,1,13348.27,3,3,6,1,2,2,1,3,False,True,0.2169,Low
EMP06026,Jerry Howard,43,Male,Married,Sales,Sales Executive,1,3.0,3.0,0.0,0.0,0,6893.82,0,4,10,4,4,2,3,3,False,False,0.0265,Low
EMP06027,Patrick Jackson,41,Male,Single,IT,Software Engineer,2,5.0,5.0,0.0,0.0,3,10809.64,1,2,9,2,3,1,3,3,False,False,0.2219,Low
EMP06028,Katherine Rogers,27,Female,Single,Sales,Sales Representative,3,0.0,0.0,0.0,0.0,1,7329.83,0,2,1,4,3,2,3,3,True,True,0.6564,High
EMP06029,Elizabeth Nelson,43,Female,Married,Finance,Senior Finance Analyst,2,2.0,6.0,2.0,0.0,1,10488.25,1,4,2,3,3,2,3,3,True,True,0.1586,Low
EMP06030,James Sanchez,36,Female,Single,Sales,Sales Representative,1,3.0,3.0,1.0,1.0,1,7218.77,1,2,2,1,4,3,2,4,False,False,0.1765,Low
EMP06031,Laura Garcia,41,Male,Married,Human Resources,Manager,1,1.0,1.0,1.0,0.0,1,4683.42,1,4,7,4,3,4,3,3,False,False,0.0526,Low
EMP06032,Joseph Stewart,29,Male,Single,Research & Development,Research Scientist,3,0.0,18.0,0.0,0.0,1,13651.76,1,6,10,2,2,3,2,3,True,True,0.7702,High
EMP06033,Michael Kim,46,Female,Divorced,Marketing,Marketing Manager,3,5.0,11.0,5.0,0.0,5,10516.63,0,2,10,3,2,2,4,3,True,False,0.2679,Low
EMP06034,Karen Evans,38,Male,Married,Sales,Manager,4,6.0,40.0,1.0,1.0,0,16272.87,2,2,1,3,3,2,3,4,False,False,0.013,Low
EMP06035,Benjamin Hill,47,Male,Single,Human Resources,Human Resources,2,4.0,6.0,4.0,0.0,1,6914.44,1,2,11,3,3,4,3,3,False,False,0.0769,Low
EMP06036,Jennifer Edwards,23,Female,Married,Sales,Sales Representative,3,4.0,4.0,3.0,1.0,1,6443.3,1,1,15,4,4,2,4,3,False,False,0.0549,Low
EMP06037,Michael Clark,24,Female,Married,Finance,Senior Finance Analyst,3,3.0,3.0,2.0,0.0,1,5521.57,2,2,4,4,3,3,4,4,False,False,0.0405,Low
EMP06038,Patricia Rogers,34,Male,Married,IT,Software Engineer,2,5.0,5.0,0.0,0.0,1,9222.97,2,0,8,1,1,2,3,3,True,True,0.4294,Medium
EMP06039,Benjamin Cooper,50,Female,Married,Sales,Sales Executive,3,3.0,3.0,0.0,0.0,4,9019.73,1,2,26,3,3,4,3,3,False,False,0.0885,Low
EMP06040,Robert Gutierrez,54,Male,Married,IT,Manager,4,16.0,40.0,2.0,0.0,3,18519.82,0,0,15,4,2,3,1,3,False,False,0.0363,Low
EMP06041,Samantha Rodriguez,29,Male,Married,Human Resources,Manager,5,1.0,2.0,1.0,1.0,3,9146.66,1,2,5,2,2,3,3,3,True,True,0.7251,High
EMP06042,Ryan Lee,37,Female,Single,Sales,Sales Representative,3,0.0,0.0,0.0,0.0,2,3794.87,0,4,26,3,3,3,2,3,True,True,0.8032,High
EMP06043,Stephanie Martin,38,Female,Divorced,Research & Development,Manager,4,1.0,1.0,0.0,0.0,3,9407.65,1,2,2,3,3,4,3,3,True,False,0.2088,Low
EMP06044,Shirley Perez,43,Male,Single,Sales,Manager,4,8.0,22.0,3.0,0.0,1,9803.43,1,4,3,2,3,1,4,4,False,False,0.0765,Low
EMP06045,Scott Turner,44,Male,Single,Finance,Finance Analyst,5,5.0,11.0,1.0,0.0,2,13638.83,1,3,29,1,3,4,3,3,False,False,0.134,Low
EMP06046,Stephen Thompson,26,Female,Single,Marketing,Marketing Analyst,4,0.0,15.0,0.0,0.0,2,11217.26,1,3,1,3,2,2,2,3,False,False,0.3961,Medium
EMP06047,Katherine Nguyen,37,Male,Divorced,Sales,Manager,2,3.0,3.0,0.0,0.0,5,9788.6,0,2,6,2,4,2,3,3,True,False,0.4057,Medium
EMP06048,Kenneth Ortiz,18,Male,Married,Research & Development,Research Scientist,3,0.0,9.0,0.0,0.0,5,10508.34,0,6,10,3,2,3,2,3,False,False,0.4215,Medium
EMP06049,Michelle Brown,44,Male,Married,Marketing,Marketing Analyst,4,12.0,12.0,11.0,0.0,0,12623.78,0,2,13,3,3,1,2,4,True,False,0.161,Low
EMP06050,Raymond Williams,33,Male,Divorced,Operations,Manufacturing Director,3,1.0,3.0,0.0,0.0,3,8235.96,0,2,17,4,2,3,2,3,True,False,0.4665,Medium
EMP06051,Ryan Jackson,26,Male,Divorced,Research & Development,Research Scientist,2,3.0,12.0,3.0,0.0,3,10715.02,0,2,11,3,3,3,3,3,False,False,0.179,Low
EMP06052,Eric Cook,39,Female,Married,Operations,Operations Manager,3,3.0,9.0,3.0,1.0,1,10492.97,0,3,21,2,1,3,2,3,True,False,0.5542,Medium
EMP06053,Raymond Howard,33,Male,Single,Research & Development,Healthcare Representative,4,3.0,3.0,3.0,3.0,4,9405.22,0,2,1,2,3,3,3,3,True,False,0.5932,Medium
EMP06054,Carol Reed,48,Male,Single,Research & Development,Manager,3,0.0,0.0,0.0,0.0,1,8556.39,0,3,3,1,3,1,3,3,False,True,0.5787,Medium
EMP06055,Nancy Reyes,28,Female,Married,Marketing,Marketing Manager,3,2.0,2.0,2.0,0.0,5,9435.86,0,1,26,3,3,4,4,3,False,True,0.1849,Low
EMP06056,Benjamin Scott,57,Female,Married,Research & Development,Healthcare Representative,3,1.0,9.0,1.0,0.0,1,12480.49,0,4,29,4,4,3,2,3,False,False,0.0525,Low
EMP06057,Elizabeth Martinez,44,Female,Married,Research & Development,Healthcare Representative,2,4.0,9.0,4.0,0.0,2,8177.54,2,4,18,1,3,4,1,3,False,False,0.1587,Low
EMP06058,Rebecca Cooper,48,Male,Married,Research & Development,Laboratory Technician,1,0.0,7.0,0.0,0.0,1,7033.03,0,4,24,3,3,1,4,3,False,False,0.2191,Low
EMP06059,James Diaz,27,Male,Married,Marketing,Marketing Manager,4,2.0,2.0,2.0,0.0,1,9548.64,1,2,9,3,3,2,2,3,False,False,0.1563,Low
EMP06060,Emma Anderson,53,Female,Single,Marketing,Marketing Manager,5,5.0,5.0,1.0,0.0,1,9749.92,1,3,13,4,3,2,3,3,False,False,0.052,Low
EMP06061,Patrick Kim,26,Female,Single,Research & Development,Manager,4,1.0,1.0,1.0,0.0,4,10031.45,0,3,1,3,2,3,3,3,False,False,0.4394,Medium
EMP06062,Deborah Anderson,35,Female,Married,Research & Development,Laboratory Technician,3,10.0,10.0,3.0,0.0,6,10604.21,0,3,6,3,3,1,3,3,False,False,0.0785,Low
EMP06063,Lisa Stewart,48,Female,Single,Research & Development,Laboratory Technician,2,11.0,20.0,0.0,0.0,3,10797.66,0,2,6,1,3,4,3,3,False,False,0.1011,Low
EMP06064,Stephanie Gomez,41,Female,Married,Human Resources,Manager,5,2.0,6.0,2.0,0.0,4,10070.97,2,0,14,1,3,2,3,3,False,False,0.2016,Low
EMP06065,Thomas Johnson,25,Male,Married,Sales,Sales Executive,4,2.0,2.0,2.0,1.0,5,8859.08,2,3,3,2,4,2,4,3,False,False,0.1152,Low
EMP06066,Brenda Jones,47,Female,Divorced,Marketing,Marketing Analyst,4,17.0,17.0,5.0,0.0,1,10240.86,0,4,12,3,3,3,3,3,False,False,0.0288,Low
EMP06067,Shirley Moore,40,Male,Divorced,Research & Development,Research Scientist,3,3.0,3.0,3.0,1.0,2,8544.44,2,2,7,1,3,1,3,3,False,False,0.1876,Low
EMP06068,John Walker,33,Male,Married,Research & Development,Research Scientist,3,1.0,9.0,1.0,1.0,1,11612.58,1,3,28,2,4,1,3,3,True,True,0.3895,Medium
EMP06069,Helen Thomas,23,Female,Married,Sales,Sales Representative,4,0.0,0.0,0.0,0.0,4,8081.88,0,3,1,3,3,3,2,3,True,False,0.6037,High
EMP06070,Ryan Davis,40,Female,Single,Sales,Manager,3,1.0,12.0,1.0,0.0,0,8656.53,1,4,7,3,3,2,3,3,False,False,0.0873,Low
EMP06071,Samantha Thompson,35,Female,Married,Operations,Operations Analyst,3,6.0,6.0,5.0,2.0,2,10884.15,2,3,5,3,3,3,3,3,True,True,0.1161,Low
EMP06072,Rebecca Harris,38,Female,Married,Research & Development,Laboratory Technician,4,5.0,5.0,5.0,5.0,3,12218.81,2,2,4,3,3,2,3,3,False,False,0.0668,Low
EMP06073,Gregory King,22,Female,Married,Sales,Manager,4,1.0,27.0,0.0,0.0,2,14247.94,0,2,7,3,3,4,2,3,False,False,0.1125,Low
EMP06074,Kimberly Wright,33,Male,Married,Research & Development,Manager,2,4.0,6.0,2.0,0.0,2,10430.83,2,3,11,3,3,4,4,4,False,False,0.0214,Low
EMP06075,Margaret Adams,41,Female,Single,Research & Development,Manager,3,0.0,0.0,0.0,0.0,5,6106.05,1,0,29,3,3,3,2,3,True,True,0.816,High
EMP06076,Aaron Kim,53,Female,Divorced,Sales,Sales Executive,4,32.0,32.0,5.0,0.0,1,11330.06,0,3,8,3,3,4,3,3,False,False,0.0113,Low
EMP06077,Timothy White,35,Male,Single,Research & Development,Healthcare Representative,2,0.0,0.0,0.0,0.0,2,6818.81,0,1,22,2,1,4,3,3,False,True,0.6277,High
EMP06078,Samuel Allen,49,Female,Divorced,Research & Development,Healthcare Representative,4,0.0,7.0,0.0,0.0,6,10209.76,1,2,28,2,2,2,4,3,True,True,0.6636,High
EMP06079,Kevin Gutierrez,44,Female,Married,Human Resources,Human Resources,4,1.0,10.0,0.0,0.0,1,5675.17,1,4,2,4,2,3,3,3,True,False,0.1924,Low
EMP06080,Debra Morales,39,Female,Married,Research & Development,Research Scientist,4,1.0,22.0,0.0,0.0,2,14769.41,3,3,5,3,3,3,4,3,True,False,0.0934,Low
EMP06081,James Hernandez,27,Male,Single,Research & Development,Laboratory Technician,3,0.0,11.0,0.0,0.0,2,13232.43,1,2,4,2,3,2,3,3,False,True,0.3732,Medium
EMP06082,Daniel Johnson,28,Female,Single,Operations,Manufacturing Director,2,2.0,16.0,2.0,1.0,2,9266.06,0,3,4,3,3,2,4,3,False,True,0.2922,Low
EMP06083,Jack Nguyen,42,Female,Divorced,Research & Development,Healthcare Representative,2,2.0,14.0,2.0,2.0,2,11497.0,0,2,1,2,3,3,3,3,False,False,0.084,Low
EMP06084,Julie Jackson,32,Female,Divorced,Sales,Sales Representative,3,1.0,2.0,1.0,0.0,3,8994.62,0,4,8,4,2,3,3,3,False,False,0.1243,Low
EMP06085,Kenneth Lee,31,Female,Married,Sales,Sales Executive,3,5.0,12.0,5.0,1.0,5,10390.08,1,2,15,2,2,4,3,3,True,False,0.3533,Medium
EMP06086,Raymond Mitchell,35,Male,Married,Research & Development,Healthcare Representative,2,1.0,10.0,1.0,1.0,6,10699.03,0,1,20,3,4,4,1,3,False,False,0.1871,Low
EMP06087,Margaret Evans,35,Female,Married,Marketing,Marketing Manager,2,2.0,2.0,2.0,2.0,0,9663.97,0,2,11,4,3,3,1,4,False,True,0.1028,Low
EMP06088,Scott Williams,45,Male,Married,Sales,Manager,3,1.0,1.0,1.0,1.0,2,9057.46,0,5,6,4,2,3,4,3,False,False,0.097,Low
EMP06089,Justin Lopez,32,Female,Married,Finance,Manager,3,0.0,13.0,0.0,0.0,2,11392.35,1,4,29,3,2,3,4,4,False,False,0.1036,Low
EMP06090,Karen Lewis,44,Female,Single,Sales,Sales Representative,3,2.0,35.0,1.0,0.0,2,14570.57,0,4,4,1,2,2,3,3,False,True,0.2929,Low
EMP06091,Ryan Campbell,40,Female,Divorced,Research & Development,Research Scientist,2,13.0,13.0,13.0,1.0,5,12962.85,3,2,6,3,3,3,3,3,True,False,0.0813,Low
EMP06092,Ashley Johnson,21,Male,Married,Marketing,Marketing Analyst,5,1.0,13.0,0.0,0.0,5,10861.35,0,5,3,3,4,4,2,3,True,False,0.3417,Low
EMP06093,Nancy Peterson,39,Female,Single,Research & Development,Healthcare Representative,3,0.0,1.0,0.0,0.0,1,9281.79,0,0,3,3,3,4,3,3,True,True,0.5134,Medium
EMP06094,Paul Reed,18,Female,Divorced,Human Resources,Manager,2,0.0,2.0,0.0,0.0,2,4575.15,0,3,10,3,3,4,3,3,False,True,0.229,Low
EMP06095,Laura Phillips,28,Male,Married,Sales,Sales Representative,1,8.0,8.0,4.0,1.0,2,6211.13,3,4,5,3,3,3,2,3,False,False,0.0668,Low
EMP06096,Alexander Davis,41,Female,Single,Finance,Manager,2,0.0,0.0,0.0,0.0,1,7197.98,0,4,13,3,3,3,2,3,False,False,0.4379,Medium
EMP06097,Ashley Ward,36,Female,Single,Sales,Manager,3,0.0,11.0,0.0,0.0,3,8704.52,0,3,3,1,3,3,2,3,False,False,0.5442,Medium
EMP06098,Timothy Edwards,21,Female,Married,IT,Manager,3,1.0,1.0,0.0,0.0,6,7848.82,1,3,27,4,3,2,3,3,False,False,0.2367,Low
EMP06099,James Taylor,26,Female,Divorced,Sales,Sales Executive,5,0.0,5.0,0.0,0.0,4,9718.68,0,2,2,4,4,2,4,4,False,False,0.1014,Low
EMP06100,Dennis Nguyen,18,Male,Divorced,IT,Software Engineer,2,0.0,3.0,0.0,0.0,2,9703.05,0,2,4,1,2,4,4,3,True,True,0.6738,High
EMP06101,Ashley Carter,24,Male,Married,Research & Development,Laboratory Technician,4,1.0,1.0,0.0,0.0,1,7787.82,1,1,5,1,3,4,3,3,False,False,0.1894,Low
EMP06102,Joshua Moore,42,Male,Single,Finance,Senior Finance Analyst,4,1.0,8.0,1.0,0.0,3,12242.93,0,2,4,1,2,4,3,3,False,True,0.3526,Medium
EMP06103,Maria Flores,31,Female,Single,Research & Development,Healthcare Representative,3,4.0,4.0,4.0,1.0,4,6789.73,2,2,12,1,3,4,3,3,False,True,0.2457,Low
EMP06104,Jennifer Rivera,38,Female,Single,IT,Manager,2,0.0,0.0,0.0,0.0,1,6524.12,0,0,1,2,3,2,4,3,False,False,0.2789,Low
EMP06105,Amanda Lewis,37,Female,Divorced,Sales,Sales Representative,3,5.0,5.0,2.0,0.0,1,7593.46,0,6,11,1,3,2,4,3,True,True,0.2737,Low
EMP06106,Rachel Diaz,37,Female,Divorced,Sales,Sales Representative,4,8.0,8.0,1.0,1.0,6,7774.99,2,6,5,3,2,2,2,3,False,True,0.0975,Low
